89384 4
367657695 874800495 551654678
985290851 137524687 34215163
886138704 976257537 217943708
26046345 794436330 498110658
968932754 663005657 898946692
126615288 543847401 641679909
7439404 34566509 839607386
728523299 39025359 844826989
319407000 148769877 467302351
152628363 357029427 159562063
27428857 908684104 635584415
17469895 942899266 3242109
993727431 13359325 841049311
640680112 511469982 727188014
156202120 410416673 605750710
700049520 52096582 427199815
734616028 744220319 406331455
773641386 441563659 413770858
922411263 908866009 142294157
131957041 920944423 314217508
893157496 556528837 466845870
688573113 412287297 346791078
701932437 253336607 364260972
213402418 833040973 210504754
476335443 291308034 703701217
380948376 718507849 859903336
125168694 124839303 559952855
419248704 538610160 147085234
180631065 533420668 773242971
101575487 700154527 548170585
510620676 19516748 680127625
922907972 366307825 425801472
28760931 583085148 114374584
861801903 793589901 816307020
153109936 349807469 882225790
871617784 209710804 358561232
848973438 622180010 739509607
240099950 769265243 717194652
773520617 395024566 136443355
326191496 943195150 169590771
345708243 475839127 271166258
712016068 901640598 781786933
147617567 16015182 557211256
941207468 684838553 585972186
143531288 419580694 447774088
353242092 778141925 453400376
975422101 370167883 177534511
597203696 939878886 26507949
992228261 928838593 266607898
787939762 98429363 892644866
263778888 222111972 218836361
17935838 3898904 564544604
33951019 413626512 129077023
571305923 999598697 276694589
990886617 299889137 70418408
621544893 753289512 213949696
844229128 930824022 419708139
784108013 957331970 247646591
565462957 76456219 844850286
663892320 969101085 689594898
886004291 40453797 330051012
742419547 457514752 593829899
8562410 586591774 611765736
8161106 715802715 498233106
308050242 786221122 922055381
61339753 852687169 765458349
844680127 272395307 239519593
654528448 520041898 83748720
730984667 217408535 720373085
552602103 759519785 285836041
445572251 89570796 802244712
903087003 535917046 540765355
342195128 199134 135701253
57997842 498432239 144263662
696735316 273003971 152424767
549422484 38462319 312991361
674334143 277981912 226847465
46892392 214246983 71527591
264300926 934620067 726056039
23820710 72972460 309557057
965907857 875217171 714675511
501824903 415982525 160247761
502024036 551683777 63334763
852972626 695947438 258046243
125976597 700888557 316044084
16955267 13879917 12779399
294937178 240727381 414718235
509184161 164771324 89052377
296320579 890827362 135944768
369293038 52900770 252762045
244510209 767576280 129099107
513009085 780340392 95006963
64692862 696191507 449348217
613156651 954237749 803888604
166561559 122798184 656861230
180441475 135577583 635354178
273685208 402812169 652309444
438456531 344380897 947246622
181800244 332842016 308947134
234701013 438120412 605267712
854793644 567219518 974560750
635134035 514742833 71587310
183841893 816607401 584596394
138079641 620496005 501805607
260877825 129873586 967478610
248971759 765227763 134040168
504300279 270053558 166997995
848681175 69816531 440683202
34039542 378763664 879139732
472159953 836547728 60939975
891895823 663624829 148157339
259155007 735212138 2950982
75762407 172324883 490601368
548774763 526646842 674443261
678648348 494125451 812522901
296392462 480681970 925917077
566446020 647679964 27405187
636262550 88363165 531705465
867542566 967502896 232902991
704090293 880959222 266942532
220231473 29116560 591618837
955443610 32067541 483514659
980284844 375185261 742669665
506931685 49628521 670948423
853573487 714667773 219723186
334255457 640584850 750887885
981935420 667990036 47280347
922814937 52211853 466242718
742834184 285114843 955021619
623793406 552057375 822564184
505426317 143676211 379170828
390010210 479707221 599402300
765195470 74893237 407362261
814823990 745841659 240163457
382008114 818081196 747095141
22592963 568969081 453184980
543099351 468765779 787440436
595311203 787524848 621892207
880426045 742546466 397223495
284999771 417627002 140057679
281192333 649314181 616367436
613415905 101232833 121793752
688309141 508595093 511803961
286667152 748758549 129515782
104748347 348370042 944339771
526233779 801555021 178864237
847515909 441511808 53973551
635040756 915920366 597072901
230103574 313143861 44900455
500246927 305717891 777842852
149561107 922085326 62842622
250793939 43879077 196551307
611905384 408199390 809967211
213180284 537715171 350792704
561550325 334571294 489976207
215621697 513435530 447240905
509649856 567409080 973474684
425570222 16998333 673506944
591230434 61898787 161064052
896948324 692257990 391167625
819033649 607616964 891414551
715429077 804168270 893492009
976144818 466651832 144285948
366376341 669960887 608707683
700947634 159937093 821887966
66899515 607177998 235954643
486824946 433169033 451576339
503823278 106675976 961226195
418238417 120256379 239312768
110496406 511424003 830543201
570629721 255354905 580007876
227314342 1363266 251557876
693966174 145649213 966986952
216443412 606873247 795648122
376380505 428761212 162024462
836074854 664715854 715488447
121760238 968808545 782387961
80952565 782551091 121729258
201208944 21863858 625552536
712632946 704923410 896307304
820504203 137447637 859320061
821867468 389005512 429949782
820033032 208508815 657264123
426906278 4156936 203746648
708183841 18697749 420190060
225416047 734186195 649086916
194224591 369090507 485161769
976775681 490819765 606922006
851155890 116372300 687874570
408595651 865195955 889083513
546043287 724516015 454232811
935048798 6982148 127253365
143557612 516762623 949120832
230900 720509270 769153863
18928648 993215681 48576492
753114843 642302596 756760332
122205349 979980716 982176378
465541465 439419073 28917320
434430116 127293643 858209352
299626070 868893507 561881593
876658437 175642669 970477243
883640584 302896033 369036881
252919558 104533216 156602030
973428828 873687078 152675994
819160860 774779921 5423245
313979808 384056605 24351892
293960523 218749334 629983086
733379596 247666654 604704787
713189590 105876005 70246251
434599448 520273950 504676367
462758469 343267544 656818788
765654501 712304425 533477224
870187717 721422806 269634160
596391146 874098799 522553717
223687419 879522043 348498896
607744023 756390287 20176108
826493356 386373372 334155915
74160009 991078158 628116437
32552366 913840761 214012384
405342667 271033479 779718325
748610210 927852266 66834125
313430986 313845842 529592593
34853792 583480001 147763445
761468942 958550069 17951161
493507337 159565317 466858659
249897623 179741424 690546077
488787346 513897338 150806451
332381856 142013774 977299806
246222616 208542510 903976167
517256094 988260834 789044884
297624711 55094958 194387550
611470552 437203902 942997759
47466904 584967347 108945097
6016973 455434859 143798888
165582289 922293517 905267829
345323712 465355945 251291517
859221049 616162395 501189139
853751174 445978553 989976485
914810035 349954719 174874692
755587221 138999602 421097307
663198530 185903503 790869752
100402432 981417613 88494462
685369778 90362709 699965014
140804636 86677948 747431917
915614505 991945777 605965241
233486801 95753645 771547529
702165548 596942784 969387592
148144100 439435620 681124992
350615170 614310311 387392518
342131123 887923969 302202552
528034625 678793720 57789772
361968589 619804533 573504654
452331298 172285898 673907085
539009245 919717815 211793214
383471373 378199407 205114201
479225018 2263288 973245057
928684153 971650879 59248210
220636124 652775871 761413757
834946434 40168388 909557856
575386754 194887291 112689377
106696825 105193415 454820499
726501357 678698068 982855123
898787255 205121504 197340063
671021421 269431069 649671360
49220827 474545269 41196957
51484114 300306678 277184681
23134993 359554887 756409698
528427215 120968643 537610202
421111954 883042850 758246325
468515596 995732226 445709110
573709010 450552724 21095863
104923429 285924198 127792687
162561284 483264260 854294044
431992352 985451972 605597650
906537621 26648928 276619070
59360650 156349960 178356248
418915536 912759658 229840362
539884178 302886211 105491706
275443379 61132536 486435272
271175604 506841645 907547225
574244679 380453860 228579172
860168876 508246546 802288182
195949487 215056941 759727962
33917810 820654590 922289246
60566737 949790011 354281597
69433049 128146259 113335569
982192706 210502972 172696218
137595268 315994677 591611753
198727803 802429948 984012282
558085800 562493524 259455660
938539659 791072695 383147615
299302556 445877228 957392293
514359497 58121542 670077520
187530438 980410787 866027007
137320449 187208735 899944816
117983059 300544304 813027905
328486030 325756873 882460953
496997058 917368626 717170010
151943357 753897259 854765277
714436880 13352919 906009432
358025926 249016885 464095231
656419506 206409178 255151241
714541047 876486697 554453796
694951833 595030055 68813292
882160567 347491223 108860082
35221222 13035479 98696882
360978095 748012783 69196292
130863072 317699144 397682321
884760330 24980772 894679378
750629600 930990203 46622734
999646485 247601785 613575965
58572014 502753025 824118242
787575062 57206821 480537747
235121469 978536464 47595145
582612691 87396545 742546977
448164521 38609778 477223896
196177303 107806069 364961469
513876446 358004741 725939563
538857217 105200470 709318986
322363772 4339555 446595668
569965556 617915519 49741619
72718581 294550113 49388103
129925401 775087859 960476468
960978216 822683004 748051530
900891113 417746332 983172998
939500890 747486579 418302040
899823311 112448048 866466560
257828051 690903962 915160214
363028521 400222948 281553011
367368075 846818615 820410227
837799946 896560233 142773998
132350058 798464688 565255906
759954268 611457507 637974486
435153623 212025388 620416238
852899955 47714737 433910805
452902885 466016776 334801917
565350932 184999687 126819159
108771246 100159900 26642469
508994193 234229262 136986871
208329159 54639489 352531743
957405743 49929838 719899818
608386782 467702095 410216115
219844289 105676580 542566172
431869676 578609169 155036791
479584413 12519974 590190414
798117540 199838242 295606720
983117227 179173752 748509604
935793478 58332572 166376888
22539092 195319443 275148133
77178580 547851185 784142325
979624769 120267354 844987835
299843216 530483468 802393577
258036147 925565991 263296711
836645316 80602782 483140999
701681641 670793195 767527026
754036234 966399914 99627790
933209986 567425869 897745330
991542557 733802756 733378908
39378351 8950888 521688737
587229536 645609564 544227828
560013241 490597398 473922759
90496709 145507327 306063880
868579051 408804037 605907095
949181832 744461387 863943241
472491378 511988412 553104908
291407643 611616202 107302900
858833512 361877883 861339134
445152619 95256790 794549119
454103507 616945526 638608027
99713070 13689706 677986378
442826820 487612464 117732265
440850498 793676343 677745505
849654534 399583437 620758565
446632272 116043030 489337616
958620683 669147937 291035799
422753236 776450837 616043529
784631118 637789970 907451171
732404259 284855440 618801034
201866137 923463466 63953653
215555842 453966195 370573511
703168305 571698459 322802932
496844648 249443964 618146103
748944436 870202528 58996600
864987465 212056495 761167485
534135402 355608646 207799756
163102590 971652174 18936791
800892559 731619696 294206378
938264350 202937082 78837496
714244167 119407086 663758106
168210362 489980596 865624242
739908820 665299879 81180083
841869135 283445982 784348388
564588015 194958933 133709387
776644509 956126418 882653822
132253154 16442525 600157639
956421679 35379315 134293040
688041375 329585693 149911981
890978456 260939540 950804539
10385541 924697645 741585240
352882488 642838239 455829406
18182366 724018321 476556119
154144699 360883060 68981291
349103632 347108798 910850425
157746401 82278972 475438439
174188925 682436610 104599300
209568240 669246001 89368805
391670284 819157981 45790484
652609823 622478871 586348210
429823819 364064110 329843017
72662057 672409867 192744909
649196730 148965986 398143748
862596141 217947276 268842465
209704939 128797700 422987164
291983910 456752491 624607147
974420519 413868142 782353547
496182871 503236946 956542471
315340851 401543781 18627062
937819721 840408342 410297345
154400182 22767710 62907167
826810048 215512618 345247338
828292385 613656365 270425746
46239660 882498830 772138827
27553712 158002345 634734968
336822554 782609491 696956258
750690695 417479389 988940167
106443992 374021859 815877037
360504125 392648921 164576259
200912466 802946265 479917109
223680176 718369784 270253181
291709145 916133473 277169714
905365510 39075570 103979761
640380691 811214397 784788498
650899387 298465716 683544509
286025229 995421973 563614572
703504617 836878491 900437125
77526475 505271879 503644171
322691747 669848137 462604515
978154364 2281597 823108639
549040499 272534777 24021104
465173971 549704490 100217631
504249540 506200602 391926776
167980288 143505451 149808637
466446003 827049960 642705679
461867975 390664531 293605065
151262817 143618008 579630293
656534695 499778530 135651261
326382831 962383044 65694087
328664427 785491682 388385834
453715555 662029138 219056549
3420044 614763120 768097047
362136998 6689895 85787369
505642448 9014883 590036908
185208759 651720561 758017196
575873290 797841977 76979550
572007649 229988621 538847525
71786178 365639881 690110341
34169222 431333968 199161388
672177255 819719801 525544218
186722744 38776349 706724997
801485864 659389747 160440551
660692110 745177115 16376947
522223345 187730374 231030296
26460257 945747569 736672743
824302234 22727119 921881502
54290854 414090995 350271143
419930735 956717687 922278791
851264702 155879074 846581320
523500854 533939644 733266893
414793554 240664640 257960500
74183300 253621542 444683243
671876766 269998488 98685458
859607139 501028783 611893920
657871060 90217878 134117264
533114530 864615731 160577520
947205524 67403225 984879753
756439562 989682015 891686959
912318636 688779686 164134045
298774631 422046579 15398746
539439270 680007078 391415951
793060811 977206672 658725856
915575651 75892130 585425507
269120785 540302401 257302272
359338662 674419664 116909410
76470744 687513535 627296821
143873968 524909640 160411350
133555982 416596598 960133225
674852020 580730642 716572787
96898598 448645739 481407774
629422027 692578041 780182404
459145050 351303896 172138025
387553531 936729402 817715187
927855931 46548025 733290837
454791946 15973786 2411622
142305481 643270607 214266635
667215120 656198308 290737379
936328069 616331533 434611346
369575062 185420671 420683680
818220800 519344796 95535699
363315192 152043551 44950648
714619087 324181575 526889026
503864840 141896761 986034075
402929216 727703950 226103958
418903001 582631923 153959888
914689959 649414909 608751834
570888267 940152287 603573666
39736151 227279985 123305137
77673173 500480016 59633205
597017968 448532066 429208266
749061518 345999065 99945417
73243092 872888090 463260608
67656204 711438516 30396046
647876505 937542473 386777237
83024779 944018713 789706452
732439688 405286898 61125804
525108326 8860563 975815763
604904662 132165699 399220381
105384677 44315255 438956531
553916742 473523520 516629703
899915806 425985288 113647670
625320247 889245895 715225539
189275115 772158292 640984982
979333939 158935528 561157537
923352651 948641979 61550394
181155900 9767782 144575172
190016462 838099896 729531211
174698512 237320276 107155889
219013766 528793158 712060550
692537285 45422860 817445227
118522572 11586881 223878320
860284818 579328771 976310478
484959461 220313752 454147076
643894988 781471289 643422190
445053318 843021682 475272481
307337452 840113205 251141483
145437347 569644416 432297383
235273975 676800304 622313844
764067132 241377205 797012356
662006344 58822431 16026121
526109576 135217103 561079758
105438347 111527580 532118681
178268450 418191007 244919851
812256090 61613197 729879311
507794123 389402029 226290651
347907328 640543511 523860320
770068095 72840893 831197771
299384750 547671089 829151470
540761954 197199796 916941796
452100737 65742268 533525279
587317839 626822025 48047974
551361770 11457058 574157550
969552776 108893260 532112248
883682324 838772570 562897049
125600704 917579572 375153139
766144215 441439892 882947261
838985107 125154014 83370940
239172547 806821835 853439034
436372342 723763630 5340135
502114610 109805261 546102089
128936634 157853234 998202825
992910043 732010783 438037015
101803302 116639382 989398784
793092224 679536431 811467911
710671795 907205921 547666587
4628038 642669533 673267290
129782052 726040473 291927856
789120238 431995858 130912963
365400220 437335993 222601861
475205480 983438081 658974203
633058713 834157257 161088812
217585848 272194271 142541797
334225229 114109406 135451840
866278011 778093668 89771493
773483931 178276606 882863716
268669816 851543896 446051863
994710288 143471751 303196252
279222497 126901065 285494655
569074841 202019278 74614893
405029273 860993480 440015112
239186529 22082291 915220591
363897151 17140439 400795655
478006556 5108630 618381502
108616576 94880123 952606731
286893181 830260190 671401093
138437076 128828404 297401376
134425179 432024656 566071191
113842595 717519310 413297830
168378224 644650554 692520326
29371703 84665665 114111519
903970345 852402607 519140791
921110784 105714614 758327320
778735765 724096115 122224470
726132239 529219197 452747378
408908781 200620290 561363953
537737184 498021665 848257133
822278191 64092855 839210561
392313853 329907036 826152091
36964406 22427361 792511037
974146423 136538879 960889261
679065381 508196022 842777315
784779994 119039693 746747660
508876109 93780514 520374795
38095305 546527891 151626911
91231946 960408195 877759150
441769962 661181680 286667930
358379168 352908592 676921465
688286203 31577034 499199656
563229916 824088070 891513508
552285146 637493682 780994265
60481167 332787349 755140687
179520859 79535008 286722420
273301373 452426154 71502413
672345615 604053064 432894873
632753810 334328565 323506530
146451841 620996494 414738475
499360432 150434311 856508437
530937465 649633966 67403956
207541886 393663825 755690159
845035568 27174441 318920074
30339268 782315128 871205219
109874275 69037547 784202738
414816780 993056311 963723596
871386195 425951184 89541320
205714760 749457713 761886935
679227605 16712539 247157096
829661915 725737327 393608936
331812232 793141283 892969367
725476056 548831441 276423183
752650497 720267866 483965068
387481976 443989436 181516987
309035874 228192173 211856254
154608536 44432121 174246880
580559719 133973440 589063659
182533783 748376726 312966206
51762674 848050173 518680965
777500000 94175460 50424921
570641282 987144826 880086836
971989074 116084360 211899067
692256939 600049428 789891475
136246375 781566414 395058323
216954899 993422668 782540298
113903371 167669547 944092523
100393163 609249558 98701058
848769888 922215763 531777129
549336413 293413079 714310911
643511872 343837999 766073584
483173050 223924834 396089936
599257409 288340253 966731217
199306836 78231727 791236643
980873250 473290049 336009933
826812269 108346698 324772659
994481815 52439220 541727558
456247724 3656629 655630928
378463486 535433757 756024090
671876564 102261020 457310330
15714563 720850955 6646742
92155748 116940890 502674965
380496000 936188459 985848014
311244078 727425101 585105423
784534126 63435033 636928610
745397175 240724044 470318211
650352746 782451601 297130479
654009375 290598880 144128646
41959483 899139322 600376369
144220502 208966003 831356207
717587809 68129096 355749122
834528698 570804060 223980036
623233508 556652074 316135784
203174960 994273848 549148135
119126345 631202457 860392213
359850388 101520668 497442690
142301988 251167498 242839865
285417219 247812495 893192610
37072892 848188864 399718336
246038894 532061422 294194171
314167989 887810543 290931024
884972049 111790579 8518832
294140474 280442714 695563882
288414321 829590848 318797389
772133129 689983060 521972349
726170148 39942102 641098693
977337646 282781966 949080
77666492 28490927 995767419
925855355 280725615 133700989
310433128 574919785 170773881
198243671 865850808 416812774
162550601 874369640 730980763
442993314 422449873 468469163
272584161 741247261 762609636
815083573 115735961 51023956
855025674 609351005 675673436
137807639 462816436 401843584
18814917 311100206 231697581
299540531 444801195 309364072
874460315 468091427 87735779
592827475 884904200 398168906
319713466 468401314 448928928
742163338 936870476 611479528
335926950 551996463 54472841
451662911 455536770 179573354
61013915 131210206 994656926
376346703 385570141 849682599
687446908 617267721 840006589
132248102 779148144 711337857
452855880 866883922 10878388
190276432 117569180 737855054
658677745 566498107 183198880
448064573 30493987 502912345
61035 84966827 245075682
308114157 264540180 581002632
439324362 111713457 885181894
824894502 961396055 798712160
294678574 653918995 175058862
73826717 217773204 862505770
793226991 81167943 847270223
763312522 819022996 152642455
182326980 2221876 342918886
212820966 357650572 1596630
297787793 602726254 302177554
414844324 36245237 154754941
526557781 921427130 462869097
340470187 572655641 754709810
994389182 747714503 432120663
64678737 462736624 726799236
145846679 162523198 653142304
964869674 315165652 298885646
819607901 658084537 62198167
29774825 512197519 97041499
632501078 666891424 309862464
521262666 821646364 607650256
295206147 137031812 22494580
867861787 891741621 401568712
468092641 176378635 742038898
930829264 903177870 588944431
945868814 408836526 653623167
113550817 560238523 799469845
771635354 474953042 616855871
136349224 571994540 288980123
803240647 881857003 318754947
477403363 342023611 951256024
466951526 217034542 325035041
211209499 618603253 620241187
387588133 360642150 488102974
143282355 949586581 956195614
552118880 455726099 739541230
112357402 255195944 537926395
439826795 872051814 651477211
11821334 13548288 275628916
893678337 332303235 411978139
88218299 136075610 67735138
305252840 461110651 397654852
923856092 81351837 864606377
137014593 421971162 75815875
86601173 230683128 463404008
394843624 970224357 606686362
650039567 360667103 11321593
374607732 12144313 976195346
388156019 287773229 416022141
720459253 552267719 280359826
856534863 620002856 26554514
170161865 17657707 114772812
251513701 734780436 420025651
673484863 810596310 343881742
904167990 126516669 480896335
726908698 585719382 420013859
87575800 597040974 814857482
952236464 425752672 317413400
92526044 841774812 544537483
644793763 122134637 932693502
117312970 1205503 505669106
134970677 115978314 214720320
722267464 536003965 384882184
385380125 879885706 488912237
511896794 213298392 14913451
97616175 485828603 919081440
547173501 153202436 498506489
972926172 470615836 438598640
667217335 15153318 243351455
641868323 800363171 335877499
643073825 158548629 980671261
759052139 225785300 97984230
147572455 610667484 85471258
27458160 99579720 807738721
93272904 114493170 45635198
579101506 886090961 557531991
732303941 237113801 507664517
55436128 528228792 907354369
923105798 771580246 732796892
575985320 107457744 252530578
734533948 88129004 894398901
960319248 38629586 389989077
423503083 124100843 1557567
375599154 784355916 149130021
342608675 829991113 29104533
81215987 240039455 122377436
170846139 600220323 553995293
699074930 507574692 138815585
470655175 92887935 46768065
430629271 345418513 969873862
371274626 92333765 545859181
409904211 482322841 132909481
386521406 336396760 945745080
23393673 485526780 221764514
705901137 367147664 597363667
945940591 342041451 792488693
398677265 896036743 873704679
906251956 887368680 44550817
999139891 934136744 596142098
197074755 904010605 66797272
289408519 302386137 349942894
771731359 287811969 721217520
108128118 233557048 131121730
446171250 455321561 370159487
813318913 905201579 246069511
7876716 697690271 951970647
903913458 423911301 750427589
643798489 320978469 149104854
577935232 917120566 907873161
334462188 836434190 759529403
489364677 38893435 956604157
777176645 760110954 246012675
10733693 743749036 870260386
318571605 113908522 830904855
76289536 212494385 129592456
773979806 164465031 942911369
50407459 914892620 950788084
223902279 916513825 707217893
141022845 824386985 203532734
829973386 436432740 781467965
868866820 393036896 968446505
481494126 491565923 457811181
225243161 361826308 87504177
191668034 45247514 98237869
404162418 174839970 269325826
421143801 117751338 345615361
188552772 921055773 972111518
105066596 480790017 22518976
781969932 684322750 98937607
218402671 318307067 92476803
463955919 139269923 922450188
955521841 597081103 643833359
169864500 684585279 125327484
215112013 635339500 203086996
389951982 757181677 247271382
360219671 102797037 651433799
133791795 927424906 72577599
614581812 802460234 113646722
151420913 901397840 218713317
322244331 993874642 683249
461514253 768841181 71602271
58595355 265190891 535558189
595696986 243034727 343596381
83552837 446121722 513460880
840734513 693393103 728572893
796047901 197343254 118524874
575989158 122437204 478744545
378449391 236083926 612536339
132363582 307313594 79634502
126238223 160513194 83571767
895079403 232115465 405816097
12786646 620190005 867330350
255821372 963786386 778442056
701943093 477247265 226655393
247852548 58336509 310208229
297712153 176861383 3459093
420149356 508122279 652023345
508749633 120658617 228012503
816063227 52809471 458978245
976576420 136381237 591341827
61208236 542197333 717580049
681398241 262044034 465175804
645184626 40486090 477962449
974948242 267141482 733783820
33284751 429866063 288243264
62662485 433325155 388612163
570784763 85348500 686324315
543959731 165877354 106473671
596769201 624855598 467739655
585666789 68713776 283802881
127864122 786293825 112895653
242424507 103985980 174103888
282910596 434464780 855502128
402568430 20764951 353203105
832434492 309008214 328151347
118275998 697620377 213952449
56140849 236461043 276614933
222018202 195451065 847399695
699390152 663190720 391359425
768103927 946993600 840644978
406914103 59889252 426311766
510900082 86509492 406692239
945364861 942011619 649116746
966129811 295214724 784543693
127654377 475882422 187112122
677791105 689834870 19546613
914252147 966449802 137822611
109703212 813849496 46479811
772893931 57725272 268498013
572403882 898370249 967888164
484809486 177198367 588508442
571318977 436406957 995422545
365846947 85523702 358838978
661061670 722583747 156720191
136944091 909695868 122850001
679295312 781758833 103020729
645745113 772097795 780811833
312110960 818577605 547580332
222352584 939591969 657283543
120722832 759996484 282693825
150437550 348504926 707614058
586844507 196443822 44939895
524884560 555282799 616258871
99984658 712002989 982105818
9680526 687369342 495683839
643955710 790390070 485144282
268569856 423718255 16955945
939663812 971298586 662701058
879255781 481098480 827328369
491768616 616308656 49680952
840273541 323922713 22920136
36717362 368862608 25874037
444516513 837637830 612718543
156519501 672259999 990119455
843888842 20460190 90104112
486795264 505604471 952300989
763029870 522560415 448773050
586844807 37777824 717342905
67943286 865106193 509523069
536768293 767303496 241295201
860691005 790223631 733063816
82069964 816097668 425853709
919707794 281332562 315087422
444484144 123968368 759603934
464944333 214072480 916123435
970548803 18889820 612528628
345625570 467662870 951840243
235919745 37522126 714870112
101025937 547045194 154231270
720845785 788340394 74690907
363585767 521404210 611459199
32199786 947257918 324666556
313532348 114861691 406736519
437500715 874465625 178960664
504089546 643105411 623444808
522979366 108150390 88389140
990642235 59990633 911454295
28164360 627377096 109596216
575209554 781608366 345515960
216066299 856299272 299058249
737470508 467758471 19904033
537244777 792425026 236006151
652106468 51677896 268205937
379088444 83154912 581738284
22193854 706599719 871755350
130344243 647505210 375844896
42851227 411475856 898824261
670228323 373588423 741982847
451836688 719104383 770147206
160652311 870678983 197873111
628410781 743099367 413939410
273352158 979105517 3926269
177546406 247311453 393687398
260701317 681566088 45793865
967301035 553321438 277398660
467322596 781682685 299592513
731314804 533023297 282453107
104903226 275006143 325304334
676523960 897669700 995532656
547202942 95542811 299885695
142818660 361998572 460538005
121924177 218441192 88948786
221751981 612128589 214817295
903318069 510438805 392363700
309155858 787837464 653065016
90838542 87429976 472882402
623861838 222399435 792721350
751384332 547703768 524036153
649054031 543236423 481455730
597113193 843122117 157979690
811628116 156176473 557698983
30069308 97641610 700517643
642197896 312458905 822441819
5153053 557338956 44193799
792990516 62920324 800028219
732936844 535802725 109184076
955336278 181040426 52538969
503040045 705076578 676400806
898792819 39048660 280301489
594431287 197028349 929355520
750607759 754727331 378985064
848249369 307761325 43129532
13224625 130203143 73198839
570563580 26913294 567913086
633483903 679457864 573066138
21802980 788641940 366056654
202843405 841180908 98993497
907919983 370098066 906846126
946968642 650399554 262402522
996513342 432271425 161195340
603757024 663772841 755626626
911518349 706902372 358750736
894237843 780101210 207000104
773667488 200530647 220224728
453125352 773596785 790788308
94283643 139653438 276788562
787980902 91163286 298591541
10595319 850525763 501434946
660994873 112928284 261871280
945782649 126639975 61356273
609555489 882266600 57869614
168974212 93533687 661626637
949075421 300533791 425661337
2122420 373274870 319899180
775719204 16579529 93566667
767888993 293368091 399208370
711568630 591959631 346008364
562094392 93394576 133989266
527539027 355265855 144584584
654179001 416622127 658095808
388961952 327008092 603878457
482495638 988634729 65950297
783029428 266812417 234924509
8820650 586711596 36516281
25400178 532794615 38638700
318768268 784519336 814357903
910727899 130527700 434763247
4122474 117033317 146331876
211904681 261617900 560942619
481043159 919713708 88481645
808051251 376108516 742660645
649202331 294575164 131622596
916014747 529499672 466634586
355242695 418532305 102180365
888037309 457171004 111001014
525072996 124045259 136401192
655600695 558808505 455169459
772634011 557656733 365897357
886768263 118599351 222536183
658998322 59597348 286957215
35106837 802257992 768000373
182198352 786396940 576051623
711698024 105547877 77770305
130230328 207728241 993785052
439917683 318729255 349027746
416479293 455130446 89581406
975287798 910299904 614654401
385460882 128713613 122771448
504060232 351249795 747921810
563657579 638207009 634690072
218431923 258723733 146204745
857345214 834775356 33827933
962893090 912545660 216026285
170621330 758847063 927724308
489350584 107874808 910470987
944481029 49972565 202905021
707297285 517143318 619384314
836010897 639914765 447188463
39777043 240352926 832649344
677984051 875042998 189225927
936707783 21247742 605399858
623999490 55075675 823831780
389061502 123618311 533693345
424916 51342618 496586434
108299724 814329956 519724115
10788640 869751328 9074699
527931957 341651993 806072079
20363073 788840455 365885715
260715999 474006150 201896611
988275348 515748429 241673653
862039441 121148286 772174055
769631467 797496417 561398190
893249777 331189761 37914031
797108746 680292546 426975532
463955053 200016660 427400448
333706381 61607710 388216523
675358373 720196141 251521514
316715180 86081855 779453471
643237681 140494818 652332895
158986109 382168470 913048893
132650746 6858877 753840592
930147162 568257066 615880033
113853274 606171096 238027851
794145819 33146628 131277628
994162479 313063427 928386373
908286540 553796301 244857778
628482680 805317814 578564158
567080887 437287636 106438882
707575704 89620531 275670413
89744173 855185775 918908094
96603049 609026367 77894202
517376466 77422751 63061300
123547562 315450601 993208461
9210541 299244580 107061735
174790319 80147305 901207553
728586619 325005082 747886383
533904432 903569239 508689275
971192068 862524472 137171954
913328950 138194885 556769192
768514724 57102978 264344895
230057442 987513531 206605420
159996544 50574830 155724820
475447145 896299643 673101286
774691724 3361377 649165199
854839028 757085281 658375739
32360461 357488016 833166057
935929699 866177290 414269027
650970523 855865595 948173458
789165407 265151139 771881877
698784736 529496033 537727178
538814618 588617804 158758254
441905800 744342624 388815695
190721794 269960261 548812239
46599522 919125459 876775735
803684802 430017549 503983810
13689169 115699957 211339190
732382810 529968983 243699650
440764757 330658792 32145701
705915895 955057021 683116223
87928279 492784198 324797981
676546083 651542451 23582716
273405058 892874498 414913685
543365318 294203088 709335836
315007128 170978822 900057629
597541028 674962631 946657150
713240984 886301820 602858304
95726318 130001470 616547472
278901461 14663522 201446634
233958481 697779744 642211390
579259031 22577724 348127284
83317833 898676791 436055562
976192330 166106827 112601644
270395417 875442663 238523053
293890590 775500291 781888370
968853221 574673793 949411849
707671392 177532096 546952876
690189213 646595919 112710211
704852734 848042552 60952880
255148829 490253941 339854341
277726552 690897576 573812821
28919694 126953138 5588203
195026521 92071133 88906036
70469183 183110538 65098365
698485825 964998907 188010134
273159617 766927108 481900723
303208064 166396335 303270295
949803983 279106546 10941687
797846534 340059425 553647251
140616827 679913765 111016337
831514402 106242938 366165165
810983891 111831140 496408069
755571376 200737175 525327762
938681913 118351892 720354282
756197171 306362025 790823464
375640630 788262747 341825641
542036965 91533042 614985257
821143510 954991080 918193321
13719286 361154682 720513655
546149403 472171018 370876540
652392340 690852535 511493366
616739831 187260603 195524120
817477006 712588364 859024362
935828897 285458998 467112089
94707273 76282461 258310353
882970019 270624453 14507524
974503060 885609710 242664505
782010491 656319382 784701469
143165173 229349388 458361330
